pair_str,config,gpusim_version,jobId,1_grid_x,1_grid_y,1_grid_z,1_block_x,1_block_y,1_block_z,1_ctas/SM,1_runtime,1_instructions,1_avg_mem_lat,1_avg_core_to_l2,1_avg_l2_to_core,1_avg_mrq_latency,2_grid_x,2_grid_y,2_grid_z,2_block_x,2_block_y,2_block_z,2_ctas/SM,2_runtime,2_instructions,2_avg_mem_lat,2_avg_core_to_l2,2_avg_l2_to_core,2_avg_mrq_latency,stall_icnt_to_l2,stall_l2_to_icnt,stall_core_ldst,l1D_miss_rate,l2_miss_rate,runtime,l2_rshr_entry_fail,l2_rshr_merge_fail,dram_bw
cut_sgemm-1-parb_spmv-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4210675_CYCLE-INTRA_0:1:8_CTA,commit_85e27_modified_0,483138,32,16,1,256,1,1,1,1828251,6580076544,813,444,108,123,1147,1,1,128,1,1,8,79243,52720795,598,128,57,84,11229898,0,53474813,0.6146,0.7225,1873788,9027,813408,[0.752760 0.753094 0.751562 0.751650 0.752890 0.752478 0.751632 0.752490 0.757334 0.757123 0.757141 0.757138 0.757135 0.756664 0.756458 0.756686 0.752389 0.752001 0.751243 0.751647 0.751947 0.751773 0.751580 0.751870]
cut_sgemm-1-parb_spmv-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4210675_CYCLE-INTRA_0:1:4_CTA,commit_85e27_modified_0,483140,32,16,1,256,1,1,1,1760338,6580076544,661,397,75,100,1147,1,1,128,1,1,4,93593,52720795,389,67,33,51,866018,0,41560843,0.6269,0.7005,1812235,31,793459,[0.679353 0.679449 0.678237 0.678618 0.679416 0.678930 0.678455 0.678579 0.680028 0.679926 0.679640 0.680193 0.679842 0.679776 0.679089 0.679294 0.679223 0.678431 0.678451 0.679135 0.678630 0.678829 0.678008 0.678645]
cut_sgemm-1-parb_spmv-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4210675_CYCLE-INTRA_0:1:2_CTA,commit_85e27_modified_0,483141,32,16,1,256,1,1,1,1731373,6580076544,626,384,70,57,1147,1,1,128,1,1,2,158618,52720795,339,55,21,31,284999,0,27261681,0.6699,0.6367,1791547,0,471327,[0.458825 0.458967 0.458836 0.459007 0.458960 0.458848 0.458706 0.459164 0.458765 0.458877 0.458937 0.458979 0.458552 0.458581 0.458691 0.458929 0.458910 0.458623 0.458721 0.458848 0.458450 0.458780 0.458881 0.458825]
cut_sgemm-1-parb_spmv-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4210675_CYCLE-INTRA_0:1:6_CTA,commit_85e27_modified_0,483139,32,16,1,256,1,1,1,1803250,6580076544,746,426,105,123,1147,1,1,128,1,1,6,81198,52720795,477,94,51,70,3162003,0,50030609,0.6149,0.7177,1854008,1185,761768,[0.755996 0.756528 0.755208 0.755504 0.756634 0.756003 0.754744 0.755871 0.760136 0.759539 0.758827 0.759738 0.759338 0.759306 0.758970 0.759461 0.756426 0.755480 0.755345 0.755756 0.756513 0.756181 0.755536 0.755932]
parb_lbm-0-rod_heartwall-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_2019580_CYCLE-INTRA_0:10:1_CTA,commit_85e27_modified_0,1110,120,150,1,120,1,1,10,811373,427778603,13838,12633,340,240,51,1,1,256,1,1,1,28709,4044300,382,150,31,50,26070840,0,9082958,0.9860,0.9878,817227,213351,13110,[0.763655 0.760277 0.761602 0.761772 0.762508 0.761340 0.762058 0.761285 0.764361 0.761910 0.763839 0.763110 0.764446 0.760395 0.765793 0.763200 0.761913 0.761025 0.762081 0.760910 0.762027 0.761765 0.760542 0.761547]
parb_lbm-0-rod_heartwall-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_2044367_CYCLE-INTRA_0:4:1_CTA,commit_85e27_modified_0,1107,120,150,1,120,1,1,4,835986,427778603,2894,2018,68,238,51,1,1,256,1,1,1,30886,4044300,806,552,32,84,22693110,0,9422840,0.9754,0.9763,842571,158578,11682,[0.735019 0.733880 0.734436 0.733925 0.735194 0.734366 0.733091 0.733364 0.741773 0.737913 0.737523 0.737859 0.738510 0.735128 0.740078 0.736464 0.733617 0.733096 0.734302 0.732880 0.736201 0.734761 0.732888 0.732230]
parb_lbm-0-rod_heartwall-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_2085772_CYCLE-INTRA_0:2:1_CTA,commit_85e27_modified_0,1106,120,150,1,120,1,1,2,846911,427778603,1360,616,35,242,51,1,1,256,1,1,1,24649,4044300,645,349,29,148,16544026,0,9527930,0.9749,0.9700,849082,95733,36659,[0.729253 0.727599 0.727345 0.727863 0.729112 0.729027 0.729001 0.728026 0.734961 0.732747 0.732562 0.731802 0.732815 0.729004 0.734328 0.730753 0.728769 0.728339 0.729150 0.726975 0.730233 0.731096 0.728121 0.727323]
parb_lbm-0-rod_heartwall-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_2022045_CYCLE-INTRA_0:6:1_CTA,commit_85e27_modified_0,1108,120,150,1,120,1,1,6,816344,427778603,6047,5093,77,234,51,1,1,256,1,1,1,35296,4044300,720,480,63,58,25355509,0,9282720,0.9799,0.9809,818770,247920,15374,[0.761198 0.759333 0.760465 0.758617 0.761884 0.760553 0.760607 0.759827 0.765642 0.762945 0.763921 0.763678 0.766142 0.761333 0.765995 0.762800 0.760445 0.760617 0.760581 0.759522 0.761307 0.760424 0.759881 0.759693]
parb_lbm-0-rod_heartwall-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_2022995_CYCLE-INTRA_0:8:1_CTA,commit_85e27_modified_0,1109,120,150,1,120,1,1,8,810201,427778603,9016,8022,131,233,51,1,1,256,1,1,1,33395,4044300,400,186,25,48,25476873,0,9317750,0.9799,0.9796,813310,218899,17140,[0.764931 0.762586 0.764561 0.763363 0.764998 0.763530 0.763132 0.762344 0.767583 0.765514 0.765353 0.765767 0.768055 0.762881 0.768423 0.765110 0.762816 0.763044 0.763834 0.762351 0.763879 0.763358 0.763646 0.761950]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3707160_CYCLE-INTRA_0:6:8_CTA,commit_85e27_modified_0,488352,1024,1,1,128,1,1,6,1967142,6133492736,475,412,10,105,15625,1,1,128,1,1,8,181140,292000000,1029,371,14,178,42853471,0,24329131,1.0000,0.9992,1986065,875,0,[0.812405 0.812416 0.812365 0.812379 0.812371 0.812337 0.812364 0.812382 0.812354 0.812314 0.812376 0.812365 0.812331 0.812354 0.812337 0.812342 0.812502 0.812496 0.812473 0.812479 0.812433 0.812439 0.812428 0.812440]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4453612_CYCLE-INTRA_0:4:2_CTA,commit_85e27_modified_0,488336,1024,1,1,128,1,1,4,2084089,6133492736,205,69,8,22,15625,1,1,128,1,1,2,318491,292000000,267,30,10,45,11006,0,15559186,1.0000,0.9988,2128856,0,0,[0.481823 0.481823 0.481818 0.481823 0.481829 0.481829 0.481834 0.481829 0.481786 0.481791 0.481786 0.481791 0.481786 0.481781 0.481775 0.481781 0.481871 0.481876 0.481876 0.481876 0.481823 0.481834 0.481834 0.481830]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3707160_CYCLE-INTRA_0:6:2_CTA,commit_85e27_modified_0,488337,1024,1,1,128,1,1,6,1867415,6133492736,221,64,8,28,15625,1,1,128,1,1,2,354312,292000000,264,29,10,42,11402,0,13388501,1.0000,0.9986,1918306,0,0,[0.458045 0.458039 0.458034 0.458037 0.458034 0.458045 0.458060 0.458039 0.458004 0.457998 0.458010 0.458004 0.458010 0.458010 0.458004 0.457998 0.458081 0.458087 0.458081 0.458087 0.458039 0.458039 0.458039 0.458047]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3707160_CYCLE-INTRA_0:6:4_CTA,commit_85e27_modified_0,488343,1024,1,1,128,1,1,6,1959824,6133492736,276,92,10,70,15625,1,1,128,1,1,4,200818,292000000,313,45,16,77,799187,0,24330734,1.0000,0.9992,2052574,0,0,[0.786202 0.786213 0.786224 0.786194 0.786199 0.786202 0.786205 0.786213 0.786158 0.786169 0.786158 0.786164 0.786169 0.786164 0.786158 0.786175 0.786301 0.786301 0.786296 0.786301 0.786246 0.786224 0.786230 0.786220]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3483527_CYCLE-INTRA_0:12:2_CTA,commit_85e27_modified_0,488340,1024,1,1,128,1,1,12,1715126,6133492736,208,54,7,16,15625,1,1,128,1,1,2,460312,292000000,260,28,10,37,8463,0,11436464,1.0000,0.9983,1829752,0,0,[0.399841 0.399848 0.399841 0.399844 0.399838 0.399835 0.399843 0.399848 0.399810 0.399810 0.399804 0.399810 0.399804 0.399810 0.399804 0.399798 0.399872 0.399872 0.399885 0.399891 0.399848 0.399848 0.399848 0.399843]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4453612_CYCLE-INTRA_0:4:10_CTA,commit_85e27_modified_0,488354,1024,1,1,128,1,1,4,2197703,6133492736,626,558,11,125,15625,1,1,128,1,1,10,182910,292000000,1670,828,19,182,66315486,0,26591159,1.0000,0.9993,2217961,434044,0,[0.793683 0.793673 0.793678 0.793670 0.793668 0.793673 0.793656 0.793648 0.793653 0.793617 0.793622 0.793612 0.793597 0.793612 0.793592 0.793627 0.793765 0.793765 0.793770 0.793770 0.793698 0.793698 0.793709 0.793684]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4453612_CYCLE-INTRA_0:4:12_CTA,commit_85e27_modified_0,488356,1024,1,1,128,1,1,4,2170243,6133492736,615,575,13,122,15625,1,1,128,1,1,12,182795,292000000,2113,1291,25,181,69032713,0,26566405,1.0000,0.9993,2187929,11945,0,[0.804531 0.804526 0.804531 0.804523 0.804500 0.804520 0.804502 0.804515 0.804438 0.804433 0.804453 0.804433 0.804453 0.804500 0.804448 0.804458 0.804541 0.804536 0.804531 0.804546 0.804474 0.804458 0.804479 0.804460]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3489885_CYCLE-INTRA_0:8:6_CTA,commit_85e27_modified_0,488349,1024,1,1,128,1,1,8,1646150,6133492736,390,327,10,102,15625,1,1,128,1,1,6,181894,292000000,554,82,14,173,14857710,0,22223706,1.0000,0.9991,1789209,13,0,[0.819633 0.819647 0.819615 0.819642 0.819632 0.819640 0.819672 0.819640 0.819558 0.819558 0.819552 0.819565 0.819590 0.819565 0.819558 0.819552 0.819710 0.819748 0.819722 0.819748 0.819659 0.819665 0.819672 0.819686]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3489885_CYCLE-INTRA_0:8:2_CTA,commit_85e27_modified_0,488338,1024,1,1,128,1,1,8,1469838,6133492736,216,63,8,22,15625,1,1,128,1,1,2,387760,292000000,262,28,10,40,10215,0,11277552,1.0000,0.9983,1670447,0,0,[0.437973 0.437971 0.437968 0.437973 0.437964 0.437959 0.437982 0.437980 0.437932 0.437939 0.437932 0.437926 0.437932 0.437932 0.437926 0.437926 0.438013 0.438013 0.438020 0.438007 0.437973 0.437966 0.437993 0.437981]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4453612_CYCLE-INTRA_0:4:8_CTA,commit_85e27_modified_0,488351,1024,1,1,128,1,1,4,2198030,6133492736,567,484,11,154,15625,1,1,128,1,1,8,181411,292000000,1133,453,14,179,53153624,0,28797181,1.0000,0.9993,2347404,3262,0,[0.812628 0.812628 0.812604 0.812611 0.812604 0.812613 0.812632 0.812604 0.812512 0.812536 0.812512 0.812522 0.812517 0.812536 0.812551 0.812527 0.812690 0.812688 0.812690 0.812705 0.812633 0.812633 0.812628 0.812639]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3489885_CYCLE-INTRA_0:8:8_CTA,commit_85e27_modified_0,488353,1024,1,1,128,1,1,8,1652066,6133492736,433,430,11,89,15625,1,1,128,1,1,8,180817,292000000,944,300,15,179,38539624,0,22229398,1.0000,0.9991,1808856,5906,0,[0.810655 0.810649 0.810624 0.810664 0.810667 0.810656 0.810644 0.810631 0.810547 0.810538 0.810556 0.810556 0.810581 0.810581 0.810563 0.810563 0.810725 0.810737 0.810744 0.810750 0.810663 0.810706 0.810681 0.810702]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3483527_CYCLE-INTRA_0:12:4_CTA,commit_85e27_modified_0,488346,1024,1,1,128,1,1,12,1818472,6133492736,213,63,8,30,15625,1,1,128,1,1,4,250400,292000000,292,44,16,46,674141,0,20200427,1.0000,0.9991,1895918,0,0,[0.696048 0.696060 0.696042 0.696027 0.696042 0.696048 0.696064 0.696036 0.696024 0.696006 0.696012 0.696024 0.695988 0.696000 0.696030 0.696018 0.696137 0.696125 0.696131 0.696119 0.696066 0.696072 0.696072 0.696061]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3484550_CYCLE-INTRA_0:10:4_CTA,commit_85e27_modified_0,488345,1024,1,1,128,1,1,10,1718486,6133492736,224,68,9,43,15625,1,1,128,1,1,4,233027,292000000,297,45,16,52,657839,0,20121537,1.0000,0.9991,1797858,0,0,[0.734014 0.734004 0.734003 0.734011 0.734006 0.733987 0.734008 0.733993 0.733981 0.733962 0.733956 0.733962 0.733987 0.733962 0.733974 0.733974 0.734081 0.734094 0.734088 0.734088 0.734050 0.734037 0.734018 0.734026]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3707160_CYCLE-INTRA_0:6:10_CTA,commit_85e27_modified_0,488355,1024,1,1,128,1,1,6,1966959,6133492736,561,514,11,100,15625,1,1,128,1,1,10,182546,292000000,1542,724,18,182,59402253,0,24393409,1.0000,0.9992,2020370,337096,0,[0.798521 0.798493 0.798449 0.798496 0.798544 0.798538 0.798544 0.798510 0.798443 0.798443 0.798465 0.798454 0.798449 0.798477 0.798456 0.798438 0.798577 0.798616 0.798589 0.798605 0.798516 0.798544 0.798511 0.798534]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3484550_CYCLE-INTRA_0:10:6_CTA,commit_85e27_modified_0,488350,1024,1,1,128,1,1,10,1714300,6133492736,329,265,9,76,15625,1,1,128,1,1,6,184524,292000000,486,78,15,165,12208928,0,22303040,1.0000,0.9991,1798907,13,0,[0.815213 0.815207 0.815209 0.815209 0.815196 0.815190 0.815224 0.815227 0.815133 0.815158 0.815184 0.815177 0.815171 0.815133 0.815133 0.815171 0.815290 0.815322 0.815322 0.815284 0.815246 0.815234 0.815259 0.815242]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3484550_CYCLE-INTRA_0:10:2_CTA,commit_85e27_modified_0,488339,1024,1,1,128,1,1,10,1601426,6133492736,214,63,7,20,15625,1,1,128,1,1,2,423418,292000000,260,28,9,38,9882,0,11348705,1.0000,0.9983,1731722,0,0,[0.422490 0.422483 0.422473 0.422466 0.422476 0.422482 0.422489 0.422483 0.422440 0.422437 0.422437 0.422450 0.422443 0.422437 0.422437 0.422443 0.422528 0.422521 0.422534 0.422528 0.422489 0.422489 0.422495 0.422477]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3475715_CYCLE-INTRA_0:13:2_CTA,commit_85e27_modified_0,488341,1024,1,1,128,1,1,13,1396968,6133492736,205,43,7,13,15625,1,1,128,1,1,2,474782,292000000,259,28,9,36,7092,0,9284193,1.0000,0.9979,1589658,0,0,[0.367721 0.367727 0.367713 0.367710 0.367720 0.367720 0.367720 0.367714 0.367692 0.367692 0.367692 0.367685 0.367685 0.367692 0.367685 0.367692 0.367763 0.367777 0.367756 0.367770 0.367742 0.367742 0.367742 0.367729]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4453612_CYCLE-INTRA_0:4:6_CTA,commit_85e27_modified_0,488347,1024,1,1,128,1,1,4,2152285,6133492736,482,323,11,151,15625,1,1,128,1,1,6,179381,292000000,662,126,13,173,26132257,0,28711190,1.0000,0.9993,2308372,170,0,[0.826397 0.826417 0.826417 0.826400 0.826407 0.826417 0.826431 0.826412 0.826358 0.826339 0.826358 0.826368 0.826363 0.826353 0.826349 0.826358 0.826525 0.826515 0.826505 0.826510 0.826441 0.826446 0.826451 0.826428]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3489885_CYCLE-INTRA_0:8:4_CTA,commit_85e27_modified_0,488344,1024,1,1,128,1,1,8,1596706,6133492736,243,83,10,55,15625,1,1,128,1,1,4,217375,292000000,306,46,17,60,659031,0,20028546,1.0000,0.9991,1735056,0,0,[0.760580 0.760567 0.760559 0.760570 0.760578 0.760594 0.760594 0.760574 0.760522 0.760535 0.760529 0.760522 0.760535 0.760522 0.760529 0.760514 0.760672 0.760659 0.760672 0.760646 0.760613 0.760581 0.760607 0.760589]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_4453612_CYCLE-INTRA_0:4:4_CTA,commit_85e27_modified_0,488342,1024,1,1,128,1,1,4,2120476,6133492736,288,95,11,87,15625,1,1,128,1,1,4,189022,292000000,334,46,16,101,951336,0,26451188,1.0000,0.9993,2184086,0,0,[0.806200 0.806205 0.806205 0.806192 0.806189 0.806194 0.806211 0.806194 0.806163 0.806153 0.806150 0.806148 0.806163 0.806163 0.806169 0.806148 0.806298 0.806288 0.806293 0.806277 0.806231 0.806225 0.806220 0.806216]
nvd_binomial-0-nvd_blackscholes-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_3707160_CYCLE-INTRA_0:6:6_CTA,commit_85e27_modified_0,488348,1024,1,1,128,1,1,6,1999662,6133492736,392,314,10,102,15625,1,1,128,1,1,6,180321,292000000,623,97,14,175,21363377,0,26508563,1.0000,0.9993,2140670,314,0,[0.822456 0.822487 0.822450 0.822464 0.822462 0.822471 0.822463 0.822450 0.822413 0.822413 0.822403 0.822376 0.822408 0.822408 0.822413 0.822408 0.822566 0.822561 0.822535 0.822540 0.822487 0.822487 0.822482 0.822478]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_1173020_CYCLE-INTRA_0:2:3_CTA,commit_85e27_modified_0,1035,8,128,1,32,4,1,2,663530,644994210,280,27,10,159,463,1,1,256,1,1,3,46072,126061000,377,46,15,73,10621,0,8267590,0.9997,0.8145,676151,0,0,[0.715632 0.715624 0.715910 0.715910 0.716238 0.716357 0.715777 0.715635 0.716138 0.715877 0.715731 0.715561 0.715841 0.715887 0.715706 0.715946 0.716131 0.716173 0.715726 0.716085 0.715703 0.715808 0.716065 0.716042]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_940675_CYCLE-INTRA_0:4:4_CTA,commit_85e27_modified_0,1029,8,128,1,32,4,1,4,521839,644994210,418,57,12,188,463,1,1,256,1,1,4,62852,126061000,579,77,26,119,2138508,0,6542826,0.9990,0.7969,531640,0,0,[0.729626 0.729668 0.729833 0.729921 0.730369 0.730627 0.729899 0.729817 0.730635 0.730467 0.730977 0.730884 0.731747 0.731572 0.731126 0.731397 0.729812 0.729708 0.729535 0.729504 0.729958 0.729982 0.729934 0.729944]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_940675_CYCLE-INTRA_0:4:6_CTA,commit_85e27_modified_0,1033,8,128,1,32,4,1,4,691817,644994210,622,185,13,191,463,1,1,256,1,1,6,39482,126061000,737,154,29,95,7937964,0,9459902,0.9992,0.8158,715570,60,0,[0.759011 0.759065 0.758463 0.758453 0.759047 0.759157 0.759078 0.759238 0.762535 0.761748 0.761657 0.761963 0.761931 0.761986 0.762860 0.762454 0.758092 0.757585 0.757054 0.757321 0.757540 0.757449 0.758116 0.758070]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_940675_CYCLE-INTRA_0:4:3_CTA,commit_85e27_modified_0,1030,8,128,1,32,4,1,4,521291,644994210,404,51,12,186,463,1,1,256,1,1,3,61130,126061000,578,66,23,123,1379579,0,6542826,0.9991,0.7961,525724,0,0,[0.738265 0.738294 0.738037 0.737970 0.738026 0.738066 0.737669 0.737588 0.739355 0.739589 0.738673 0.739054 0.738566 0.738880 0.739194 0.738966 0.737900 0.738260 0.737465 0.737704 0.737693 0.737443 0.737948 0.737782]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_912005_CYCLE-INTRA_0:6:3_CTA,commit_85e27_modified_0,1041,8,128,1,32,4,1,6,527357,644994210,593,157,13,186,463,1,1,256,1,1,3,71534,126061000,771,116,28,134,3909169,0,6542826,0.9982,0.8167,554420,1238,0,[0.715974 0.715696 0.715111 0.715386 0.716664 0.715814 0.718444 0.719251 0.719862 0.720631 0.719898 0.718918 0.721013 0.720611 0.723262 0.723583 0.711785 0.711630 0.711291 0.711783 0.711935 0.712544 0.713425 0.713063]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_1173020_CYCLE-INTRA_0:2:6_CTA,commit_85e27_modified_0,1038,8,128,1,32,4,1,2,888817,644994210,372,42,12,190,463,1,1,256,1,1,6,32640,126061000,480,77,19,78,2275728,0,12376978,0.9997,0.8206,906113,40,0,[0.765157 0.765106 0.765295 0.765284 0.765603 0.765644 0.765390 0.765352 0.766351 0.765985 0.765977 0.765916 0.765887 0.765966 0.765773 0.765944 0.765597 0.765634 0.765341 0.765533 0.765287 0.765235 0.765690 0.765653]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_1013710_CYCLE-INTRA_0:10:2_CTA,commit_85e27_modified_0,1047,8,128,1,32,4,1,10,531410,644994210,939,427,15,183,463,1,1,256,1,1,2,115463,126061000,861,137,22,164,5148556,0,5648592,0.9985,0.8494,574849,43646,0,[0.639218 0.640294 0.641654 0.640699 0.644697 0.643580 0.639277 0.639783 0.641428 0.640137 0.641139 0.642612 0.644717 0.644095 0.640193 0.639780 0.631150 0.630802 0.634053 0.632538 0.633484 0.635799 0.630527 0.630566]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_1173020_CYCLE-INTRA_0:2:4_CTA,commit_85e27_modified_0,1036,8,128,1,32,4,1,2,671775,644994210,285,27,10,157,463,1,1,256,1,1,4,46784,126061000,391,55,17,71,56678,0,8267590,0.9994,0.8142,690795,0,0,[0.699904 0.700116 0.700190 0.700233 0.700500 0.700384 0.700139 0.700223 0.700400 0.700312 0.700016 0.700022 0.700120 0.700014 0.700102 0.700180 0.700611 0.700543 0.700398 0.700513 0.700288 0.700280 0.700529 0.700768]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_1173020_CYCLE-INTRA_0:2:5_CTA,commit_85e27_modified_0,1037,8,128,1,32,4,1,2,693698,644994210,299,28,10,148,463,1,1,256,1,1,5,45679,126061000,421,64,18,69,634259,0,8267590,0.9992,0.8141,694692,0,0,[0.694970 0.695108 0.695041 0.695114 0.695466 0.695494 0.695263 0.695240 0.695683 0.695437 0.695210 0.694968 0.695064 0.695314 0.695163 0.695242 0.695372 0.695206 0.695082 0.695222 0.695062 0.695074 0.695307 0.695486]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_940675_CYCLE-INTRA_0:4:2_CTA,commit_85e27_modified_0,1032,8,128,1,32,4,1,4,478155,644994210,356,36,11,183,463,1,1,256,1,1,2,87877,126061000,573,53,18,159,467203,0,5648592,0.9991,0.7843,487709,4,0,[0.695945 0.696341 0.696179 0.695591 0.696014 0.696095 0.696046 0.695725 0.697157 0.696842 0.696269 0.696518 0.696451 0.696468 0.697094 0.696885 0.695554 0.695560 0.695473 0.695415 0.695253 0.695270 0.695846 0.695560]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_947412_CYCLE-INTRA_0:8:2_CTA,commit_85e27_modified_0,1045,8,128,1,32,4,1,8,483520,644994210,673,212,13,193,463,1,1,256,1,1,2,111777,126061000,789,113,21,160,3814239,0,5350514,0.9990,0.8185,499743,16848,0,[0.680104 0.679415 0.684455 0.686246 0.678717 0.680610 0.679452 0.680528 0.683650 0.683398 0.688424 0.687859 0.683616 0.682325 0.682649 0.681788 0.672025 0.673045 0.677533 0.676813 0.673251 0.673172 0.672361 0.672505]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_912005_CYCLE-INTRA_0:6:2_CTA,commit_85e27_modified_0,1042,8,128,1,32,4,1,6,471300,644994210,509,106,13,182,463,1,1,256,1,1,2,107351,126061000,772,85,23,176,2343615,0,5648592,0.9983,0.7987,511431,1203,0,[0.672531 0.673814 0.676807 0.676346 0.674554 0.674466 0.673654 0.672928 0.677961 0.676340 0.679252 0.679078 0.676542 0.677624 0.677345 0.676500 0.670753 0.670532 0.672172 0.671868 0.670496 0.670270 0.669936 0.670582]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_947412_CYCLE-INTRA_0:8:3_CTA,commit_85e27_modified_0,1044,8,128,1,32,4,1,8,532066,644994210,769,289,13,196,463,1,1,256,1,1,3,77099,126061000,852,150,28,137,4918803,0,6244748,0.9987,0.8351,555181,35282,0,[0.713098 0.711544 0.704099 0.704409 0.702647 0.703435 0.708966 0.706182 0.715275 0.715158 0.708371 0.707822 0.707369 0.706390 0.710835 0.712203 0.702024 0.704577 0.698337 0.696859 0.697017 0.696697 0.699611 0.700536]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_947412_CYCLE-INTRA_0:8:4_CTA,commit_85e27_modified_0,1043,8,128,1,32,4,1,8,537031,644994210,772,277,12,199,463,1,1,256,1,1,4,78738,126061000,837,169,32,129,5595620,0,6244748,0.9984,0.8380,558126,25258,0,[0.705506 0.704785 0.704256 0.705443 0.705997 0.706427 0.709186 0.708751 0.707325 0.709199 0.707302 0.707760 0.710368 0.709158 0.710975 0.711346 0.697890 0.697821 0.697103 0.697161 0.698218 0.698224 0.700824 0.700472]
parb_stencil-0-rod_pathfinder-0,TITANV-PAE-CONCURRENT-SEP_RW-LSRR-CAP_1013710_CYCLE-INTRA_0:10:3_CTA,commit_85e27_modified_0,1046,8,128,1,32,4,1,10,562831,644994210,1020,483,17,189,463,1,1,256,1,1,3,79499,126061000,916,175,27,141,6376612,0,6244748,0.9983,0.8540,576732,38481,0,[0.697237 0.695991 0.696131 0.696726 0.696114 0.697203 0.700057 0.699810 0.697169 0.697609 0.696376 0.697181 0.696926 0.695575 0.699436 0.699849 0.688168 0.688197 0.688305 0.687899 0.687766 0.687544 0.691007 0.690763]
