0.000000000000000000e+00,8.602505808474741889e-01,8.727542776466070684e-01,6.634948865354556302e-01,8.082572426182496050e-01,8.664575404513403800e-01,8.969148665227965056e-01,5.624789443979826276e-01,7.975208431417351029e-01,0.000000000000000000e+00,4.913427044805166455e-01,5.121375493664455103e-01,5.859069493767826708e-01,7.244323876944926965e-01,0.000000000000000000e+00,7.309635686379738484e-01,3.700553875220298772e-01
8.824045425676618759e-01,0.000000000000000000e+00,9.903719838628664007e-01,8.000235622649007894e-01,6.375545803991123917e-01,6.633283616483010015e-01,9.572420528576895959e-01,7.706781263042524754e-01,6.983490150059094015e-01,0.000000000000000000e+00,8.557922537980523492e-01,8.106389587163926880e-01,7.689541362155369875e-01,6.805503294870008935e-01,0.000000000000000000e+00,9.421969258732841856e-01,7.798630098508048114e-01
9.096571742185534104e-01,9.668404161816557263e-01,0.000000000000000000e+00,9.352304782613125589e-01,9.587432971519121994e-01,9.679448422575777089e-01,9.906145329818737411e-01,8.454501985229552208e-01,9.294573740168133869e-01,9.703330012913324865e-01,8.216625111564302975e-01,9.027224634042184670e-01,7.835545173977601641e-01,9.646951992015324606e-01,0.000000000000000000e+00,9.279524789846615995e-01,7.926475627706263127e-01
9.785296275348659423e-01,6.424534986241067225e-01,1.077527772260173711e+00,0.000000000000000000e+00,1.172362826647691952e-01,3.682547675005842791e-01,9.658283053052878486e-01,8.325583533093303679e-01,3.223179667933428472e-01,4.805387342759777081e-01,7.175441072005918075e-01,9.794926486123084475e-01,8.951709014571075373e-01,2.912374543299059426e-01,7.564915973622475809e-01,1.001079835207230539e+00,6.406157341325661170e-01
8.653418284979123021e-01,7.211340935122479978e-01,9.329173509746893078e-01,8.913739526509663058e-01,0.000000000000000000e+00,9.252556139548289149e-01,9.199510670842184767e-01,6.895128390730015377e-01,9.041522219318776088e-01,5.002469204117950818e-01,5.750903507066492670e-01,8.650263709865717576e-01,1.002132881057655522e+00,4.932818549789663165e-01,8.003023024513020722e-01,8.404673025776697726e-01,4.296580301177675976e-01
9.512983906902031661e-01,8.587844773522214092e-01,1.035871726396783821e+00,7.066644121621691310e-01,5.226724144215898205e-02,0.000000000000000000e+00,8.186169977174850843e-01,7.547821679017348018e-01,5.457466578010820024e-01,5.219948423037114038e-01,5.511682221120888236e-01,9.891337644447404376e-01,1.049649595817671033e+00,4.615831309918124181e-01,7.536100513534845780e-01,8.798653320377494147e-01,4.209417684613177557e-01
8.633526512988025647e-01,8.863413313629717738e-01,1.018413722381930064e+00,8.053917795552714143e-01,6.414679902471087658e-01,7.685456652194569971e-01,0.000000000000000000e+00,9.246400308663100809e-01,7.563114530171557437e-01,6.493859176315415205e-01,7.406772419493606874e-01,7.935983311276408880e-01,8.894112914419133320e-01,7.020571097529384463e-01,0.000000000000000000e+00,9.248779109874487592e-01,8.918383626911965401e-01
6.642914008556590755e-01,8.096149229870299724e-01,7.304964460388194691e-01,5.659107684587915132e-01,7.376877603010577600e-01,7.518659185833566072e-01,7.526478476155186170e-01,0.000000000000000000e+00,6.925459507434760242e-01,6.535098071390007535e-01,6.049493995605682573e-01,6.822038029376719104e-01,7.073484324191320338e-01,7.819448309361226590e-01,0.000000000000000000e+00,6.721331436118739289e-01,5.605470680178437082e-01
8.313318670665988952e-01,7.733659917773526571e-01,9.446682275242876958e-01,7.343846544352713446e-01,7.054425269464573156e-02,4.384825073590964961e-01,7.612497426471782624e-01,6.656792636462437462e-01,0.000000000000000000e+00,4.429115243987147288e-01,4.667416564515096122e-01,9.149625041363288469e-01,9.541638311494071711e-01,2.810860944307155274e-01,7.124261334983408300e-01,8.159649932361582314e-01,5.188780616693151604e-01
0.000000000000000000e+00,0.000000000000000000e+00,9.778816892677454353e-01,5.163973108635967479e-01,3.922049099263086314e-01,5.064506180235033295e-01,8.137209748654300467e-01,7.090915354156470674e-01,4.963925788100914116e-01,0.000000000000000000e+00,6.802661286989044598e-01,8.530093030529908305e-01,9.844543510098187067e-01,4.199119964247919889e-01,0.000000000000000000e+00,8.013213131073652074e-01,4.467206573100574452e-01
6.859318092083380725e-01,6.679056337192174064e-01,7.037491627637845193e-01,5.672866757930526971e-01,6.403104802179033772e-01,8.377771976177643687e-01,9.193307301292281686e-01,5.164041259122144067e-01,8.048177993335647873e-01,5.102297546002930728e-01,0.000000000000000000e+00,6.163758589633970830e-01,5.036970696304872153e-01,6.822575515951337932e-01,0.000000000000000000e+00,6.880044538572145374e-01,7.367196153064488051e-01
7.270514477166711842e-01,9.271123104829792627e-01,9.092383550775456902e-01,6.491496054670721216e-01,9.832675199822538126e-01,9.224509599145400696e-01,9.457773775946470840e-01,5.200472044397866922e-01,8.071969197513998440e-01,8.836706453498044400e-01,5.665598946689084370e-01,0.000000000000000000e+00,6.881535461631271833e-01,8.014666642920499351e-01,7.625851356683462923e-01,7.163097085940063335e-01,4.340743555622517125e-01
